Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,91326,2021-11-15,-0.013057798,0.0021305776,0.0023356306,21,100
Market-Adjusted Model,91327,2021-11-15,-0.021639718,-0.006411163,-0.006246289,21,100
Market-Adjusted Model,91328,2021-11-15,-0.022071035,-0.006226047,-0.006677607,21,100
Market-Adjusted Model,91330,2021-11-15,-0.018526243,-0.002169968,-0.003132815,21,100
Market-Adjusted Model,91331,2021-11-15,-0.039495661,-0.024823562,-0.024102233,21,100
Market-Adjusted Model,91332,2021-11-15,-0.063006848,-0.049649873,-0.047613419,21,100
Market-Adjusted Model,91333,2021-11-15,-0.050414449,-0.036314532,-0.035021021,21,100
Market-Adjusted Model,91334,2021-11-15,-0.031110583,-0.016231272,-0.015717155,21,100
Market-Adjusted Model,91335,2021-11-15,-0.03486458,-0.019961706,-0.019471152,21,100
Market-Adjusted Model,91336,2021-11-15,-0.042806974,-0.028155776,-0.027413546,21,100
Market-Adjusted Model,91340,2021-11-15,-0.069155383,-0.056118394,-0.053761955,21,100
Market-Adjusted Model,91341,2021-11-15,-0.016879921,-0.001051646,-0.001486493,21,100
Market-Adjusted Model,91342,2021-11-15,-0.045085261,-0.029632312,-0.029691833,21,100
Market-Adjusted Model,91343,2021-11-15,-0.060946237,-0.047267291,-0.045552809,21,100
Market-Adjusted Model,91344,2021-11-15,-0.031533909,-0.016617823,-0.01614048,21,100
Market-Adjusted Model,91348,2021-11-15,-0.053708374,-0.026651902,-0.038314946,21,100
Market-Adjusted Model,91355,2021-11-15,-0.004901954,0.0153034083,0.0104914745,21,100
Market-Adjusted Model,91356,2021-11-15,0.0125634682,0.0328457965,0.0279568968,21,100
Market-Adjusted Model,91359,2021-11-15,-0.140657067,-0.123568536,-0.125263639,21,100
Market-Adjusted Model,91363,2021-11-15,-0.037939085,-0.020630459,-0.022545657,21,100
Market-Adjusted Model,91365,2021-11-15,-0.429874601,-0.516507319,-0.414481173,21,100
Market-Adjusted Model,91366,2021-11-15,0.0227272471,0.0529787224,0.0381206756,21,100
Market-Adjusted Model,91374,2021-11-15,0.0003097286,0.0153890531,0.0157031571,21,100
Market-Adjusted Model,91378,2021-11-15,-0.018631961,-0.003366423,-0.003238532,21,100
Market-Adjusted Model,91379,2021-11-15,-0.093922633,-0.075642696,-0.078529204,21,100
Market-Adjusted Model,91381,2021-11-15,-0.10588237,-0.093373108,-0.090488942,21,100
Market-Adjusted Model,91384,2021-11-15,0.0537429481,0.072312252,0.0691363766,21,100
Market-Adjusted Model,91385,2021-11-15,0.0719340393,0.086851374,0.0873274678,21,100
Market-Adjusted Model,91386,2021-11-15,-0.045828478,-0.027907759,-0.030435049,21,100
Market-Adjusted Model,91387,2021-11-15,0.0103896629,0.0276351742,0.0257830915,21,100
Market-Adjusted Model,91390,2021-11-15,-0.053372342,-0.038308506,-0.037978913,21,100
Market-Adjusted Model,91392,2021-11-15,-0.094221551,-0.077186265,-0.078828123,21,100
Market-Adjusted Model,91395,2021-11-15,-0.228346431,-0.219079467,-0.212953002,21,100
Market-Adjusted Model,91402,2021-11-15,-0.016730518,0.0022309469,-0.001337089,21,100
Market-Adjusted Model,91403,2021-11-15,-0.081428823,-0.060945456,-0.066035394,21,100
Market-Adjusted Model,91408,2021-11-15,-0.080546324,-0.06561365,-0.065152896,21,100
Market-Adjusted Model,91413,2021-11-15,-0.082359266,-0.068322383,-0.066965837,21,100
Market-Adjusted Model,91414,2021-11-15,-0.012077674,0.0038564424,0.0033157543,21,100
Market-Adjusted Model,91416,2021-11-15,-0.044247783,-0.02753555,-0.028854354,21,100
Market-Adjusted Model,91421,2021-11-15,-0.175890013,-0.174214569,-0.160496585,21,100
Market-Adjusted Model,91423,2021-11-15,-0.022443406,-0.006792627,-0.007049978,21,100
Market-Adjusted Model,91424,2021-11-15,-0.025766813,-0.00994844,-0.010373385,21,100
Market-Adjusted Model,91437,2021-11-15,0.0037486841,0.0232600993,0.0191421126,21,100
Market-Adjusted Model,91446,2021-11-15,-0.026667116,-0.007926769,-0.011273688,21,100
Market-Adjusted Model,91447,2021-11-15,-0.021506544,-0.00602798,-0.006113116,21,100
Market-Adjusted Model,91448,2021-11-15,-0.022007271,-0.006929679,-0.006613842,21,100
Market-Adjusted Model,91449,2021-11-15,-0.039716219,-0.024966288,-0.024322791,21,100
Market-Adjusted Model,91450,2021-11-15,-0.022060027,-0.006987064,-0.006666598,21,100
Market-Adjusted Model,91451,2021-11-15,-0.014804031,0.0013461123,0.0005893977,21,100
Market-Adjusted Model,91453,2021-11-15,-0.014609548,0.0115558291,0.0007838808,21,100
Market-Adjusted Model,91456,2021-11-15,-0.008522741,0.0066905726,0.0068706872,21,100
Market-Adjusted Model,91457,2021-11-15,0.0780488191,0.1064630989,0.0934422476,21,100
Market-Adjusted Model,91458,2021-11-15,-0.043245938,-0.029108336,-0.027852509,21,100
Market-Adjusted Model,91461,2021-11-15,-0.131723364,-0.122038602,-0.116329935,21,100
Market-Adjusted Model,91463,2021-11-15,0.0224390395,0.0403455204,0.037832468,21,100
Market-Adjusted Model,91468,2021-11-15,-0.037317149,-0.019463055,-0.021923721,21,100
Market-Adjusted Model,91471,2021-11-15,-0.106382987,-0.088680675,-0.090989558,21,100
Market-Adjusted Model,91472,2021-11-15,0.026849308,0.0486279449,0.0422427365,21,100
Market-Adjusted Model,91483,2021-11-15,-0.032619009,-0.016663181,-0.017225581,21,100
Market-Adjusted Model,91488,2021-11-15,-0.073333345,-0.042473444,-0.057939917,21,100
Market-Adjusted Model,91498,2021-11-15,-0.502142043,-0.625449815,-0.486748615,21,100
Market-Adjusted Model,91500,2021-11-15,0.0590393771,0.0763360744,0.0744328056,21,100
Market-Adjusted Model,91503,2021-11-15,-0.0984467,-0.084408224,-0.083053271,21,100
Market-Adjusted Model,91516,2021-11-15,0.0051547476,0.0223920171,0.0205481761,21,100
Market-Adjusted Model,91519,2021-11-15,0.0027539841,0.0236167031,0.0181474126,21,100
Market-Adjusted Model,91529,2021-11-15,-0.028247769,-0.012913095,-0.01285434,21,100
Market-Adjusted Model,91530,2021-11-15,-0.077428531,-0.062274333,-0.062035102,21,100
Market-Adjusted Model,91531,2021-11-15,-0.091746141,-0.077999551,-0.076352712,21,100
Market-Adjusted Model,91533,2021-11-15,-0.042073146,-0.027353361,-0.026679717,21,100
Market-Adjusted Model,91534,2021-11-15,-0.029399566,-0.013558397,-0.014006137,21,100
Market-Adjusted Model,91537,2021-11-15,0.020634358,0.0402119989,0.0360277865,21,100
Market-Adjusted Model,91538,2021-11-15,-0.084001199,-0.071538932,-0.06860777,21,100
Market-Adjusted Model,91539,2021-11-15,0.0488636358,0.0659053542,0.0642570643,21,100
Market-Adjusted Model,91541,2021-11-15,-0.065670324,-0.051450616,-0.050276895,21,100
Market-Adjusted Model,91542,2021-11-15,-0.084603881,-0.065468508,-0.069210453,21,100
Market-Adjusted Model,91543,2021-11-15,-0.050317956,-0.035539643,-0.034924528,21,100
Market-Adjusted Model,91544,2021-11-15,0.0192239029,0.0366261585,0.0346173314,21,100
Market-Adjusted Model,91545,2021-11-15,-0.032484111,-0.016087435,-0.017090683,21,100
Market-Adjusted Model,91547,2021-11-15,-0.120724138,-0.111173257,-0.10533071,21,100
Market-Adjusted Model,91556,2021-11-15,-0.03630743,-0.016825379,-0.020914001,21,100
Market-Adjusted Model,91560,2021-11-15,-0.072830843,-0.055509479,-0.057437415,21,100
Market-Adjusted Model,91567,2021-11-15,-0.028776357,-0.013637454,-0.013382928,21,100
Market-Adjusted Model,91570,2021-11-15,0.0062558921,0.0213456503,0.0216493206,21,100
Market-Adjusted Model,91571,2021-11-15,-0.074470304,0.0425003886,-0.059076875,21,100
Market-Adjusted Model,91575,2021-11-15,-0.063667305,-0.045640717,-0.048273876,21,100
Market-Adjusted Model,91577,2021-11-15,-0.014846568,0.0007346929,0.0005468608,21,100
Market-Adjusted Model,91579,2021-11-15,0.0367578054,0.0533075059,0.052151234,21,100
Market-Adjusted Model,91582,2021-11-15,-0.061302628,-0.046407138,-0.045909199,21,100
Market-Adjusted Model,91584,2021-11-15,-0.170724637,-0.170054579,-0.155331208,21,100
Market-Adjusted Model,91594,2021-11-15,-0.08307097,-0.04918908,-0.067677542,21,100
Market-Adjusted Model,91597,2021-11-15,-0.023146458,-0.007928016,-0.007753029,21,100
Market-Adjusted Model,91602,2021-11-15,-0.05081301,-0.028195255,-0.035419581,21,100
Market-Adjusted Model,91604,2021-11-15,-0.227609431,-0.219503418,-0.212216003,21,100
Market-Adjusted Model,91606,2021-11-15,0.1864406507,0.1988392151,0.2018340792,21,100
Market-Adjusted Model,91607,2021-11-15,-0.086883288,-0.06069246,-0.071489859,21,100
Market-Adjusted Model,91609,2021-11-15,0.009558761,0.0244694852,0.0249521896,21,100
Market-Adjusted Model,91611,2021-11-15,-0.13370682,-0.122676225,-0.118313391,21,100
Market-Adjusted Model,91612,2021-11-15,-0.157575749,-0.140389615,-0.14218232,21,100
Market-Adjusted Model,91615,2021-11-15,-0.170854268,-0.156088383,-0.155460839,21,100
Market-Adjusted Model,91617,2021-11-15,-0.064062792,-0.048068911,-0.048669364,21,100
Market-Adjusted Model,91622,2021-11-15,0.0149042605,0.0316855038,0.030297689,21,100
Market-Adjusted Model,91625,2021-11-15,0.1968291347,0.2057436946,0.2122225632,21,100
Market-Adjusted Model,91626,2021-11-15,-0.018526307,-0.003125046,-0.003132878,21,100
Market-Adjusted Model,91627,2021-11-15,-0.099540596,-0.06893357,-0.084147167,21,100
Market-Adjusted Model,91629,2021-11-15,-0.016249799,-0.001440333,-0.000856371,21,100
Market-Adjusted Model,91637,2021-11-15,-0.025713401,-0.010199195,-0.010319972,21,100
Market-Adjusted Model,91642,2021-11-15,-0.024291978,-0.009648238,-0.008898549,21,100
Market-Adjusted Model,91643,2021-11-15,-0.02218217,-0.006294788,-0.006788741,21,100
Market-Adjusted Model,91647,2021-11-15,-0.028282497,-0.012173349,-0.012889068,21,100
Market-Adjusted Model,91648,2021-11-15,-0.022859435,-0.007592176,-0.007466007,21,100
Market-Adjusted Model,91651,2021-11-15,-0.036834986,-0.022312895,-0.021441558,21,100
Market-Adjusted Model,91658,2021-11-15,0.0107382086,0.0342335639,0.0261316371,21,100
Market-Adjusted Model,91659,2021-11-15,-0.011696256,0.0075159229,0.0036971728,21,100
Market-Adjusted Model,91664,2021-11-15,-0.173333294,-0.166593642,-0.157939866,21,100
Market-Adjusted Model,91665,2021-11-15,-0.028909365,-0.011009293,-0.013515936,21,100
Market-Adjusted Model,91668,2021-11-15,0.032576618,0.0541298805,0.0479700465,21,100
Market-Adjusted Model,91670,2021-11-15,0.0235083495,0.0391259241,0.0389017781,21,100
Market-Adjusted Model,91672,2021-11-15,-0.023809502,0.0985376635,-0.008416073,21,100
Market-Adjusted Model,91673,2021-11-15,-0.098799607,-0.067661614,-0.083406178,21,100
Market-Adjusted Model,91678,2021-11-15,-0.220708489,-0.227777733,-0.20531506,21,100
Market-Adjusted Model,91683,2021-11-15,0.2837483569,0.2831241331,0.2991417854,21,100
Market-Adjusted Model,91684,2021-11-15,-0.0253009,-0.010313244,-0.009907471,21,100
Market-Adjusted Model,91688,2021-11-15,0.0064229069,0.0237723389,0.0218163354,21,100
Market-Adjusted Model,91689,2021-11-15,-0.06138622,-0.039880768,-0.045992792,21,100
Market-Adjusted Model,91691,2021-11-15,-0.01333332,0.0015042722,0.0020601081,21,100
Market-Adjusted Model,91699,2021-11-15,0.0036901659,0.0186269579,0.0190835944,21,100
Market-Adjusted Model,91700,2021-11-15,-0.000233072,0.0146166082,0.0151603561,21,100
Market-Adjusted Model,91701,2021-11-15,-0.001075015,0.0139053517,0.0143184138,21,100
Market-Adjusted Model,91702,2021-11-15,-0.002332745,0.01257749,0.0130606837,21,100
Market-Adjusted Model,91703,2021-11-15,-0.003372474,0.0114393948,0.0120209544,21,100
Market-Adjusted Model,91704,2021-11-15,0.021670043,0.0370686158,0.0370634715,21,100
Market-Adjusted Model,91705,2021-11-15,0.0028529238,0.0177311274,0.0182463524,21,100
Market-Adjusted Model,91706,2021-11-15,-0.000452762,0.0143473198,0.0149406664,21,100
Market-Adjusted Model,91707,2021-11-15,-0.022592104,-0.006256393,-0.007198676,21,100
Market-Adjusted Model,91709,2021-11-15,-0.144736809,-0.133085111,-0.12934338,21,100
Market-Adjusted Model,91710,2021-11-15,-0.014317167,0.0011976727,0.0010762613,21,100
Market-Adjusted Model,91711,2021-11-15,-0.047978729,-0.03235301,-0.0325853,21,100
Market-Adjusted Model,91712,2021-11-15,0.0036288075,0.0191147793,0.0190222361,21,100
Market-Adjusted Model,91713,2021-11-15,-0.187045596,-0.179751772,-0.171652167,21,100
Market-Adjusted Model,91714,2021-11-15,-0.004771831,0.0107432813,0.0106215977,21,100
Market-Adjusted Model,91715,2021-11-15,-0.0242764,-0.007608722,-0.008882972,21,100
Market-Adjusted Model,91717,2021-11-15,0.0189681484,0.0355307927,0.0343615769,21,100
Market-Adjusted Model,91718,2021-11-15,0.0356661488,0.0577216404,0.0510595773,21,100
Market-Adjusted Model,91719,2021-11-15,-0.050788458,-0.029265911,-0.03539503,21,100
Market-Adjusted Model,91720,2021-11-15,0.040638611,0.0564702932,0.0560320395,21,100
Market-Adjusted Model,91721,2021-11-15,0.0789679608,0.0980227739,0.0943613893,21,100
Market-Adjusted Model,91722,2021-11-15,-0.088475944,-0.070357134,-0.073082515,21,100
Market-Adjusted Model,91723,2021-11-15,-0.041192278,-0.026583596,-0.02579885,21,100
Market-Adjusted Model,91725,2021-11-15,-0.052746412,-0.038719791,-0.037352983,21,100
Market-Adjusted Model,91727,2021-11-15,-0.031348523,-0.001068649,-0.015955094,21,100
Market-Adjusted Model,91733,2021-11-15,-0.093704395,-0.080970567,-0.078310966,21,100
Market-Adjusted Model,91734,2021-11-15,-0.177507184,-0.133177356,-0.162113755,21,100
Market-Adjusted Model,91742,2021-11-15,-0.086206892,-0.069869355,-0.070813463,21,100
Market-Adjusted Model,91747,2021-11-15,0.0077613322,0.0229198514,0.0231547608,21,100
Market-Adjusted Model,91749,2021-11-15,-0.039007184,-0.024494204,-0.023613756,21,100
Market-Adjusted Model,91754,2021-11-15,0.0122699848,0.0388188437,0.0276634133,21,100
Market-Adjusted Model,91757,2021-11-15,-0.006780726,0.0089177612,0.0086127026,21,100
Market-Adjusted Model,91758,2021-11-15,0.0178218134,0.0326560755,0.033215242,21,100
Market-Adjusted Model,91760,2021-11-15,-0.019698102,-0.004923987,-0.004304673,21,100
Market-Adjusted Model,91774,2021-11-15,-0.277483051,-0.28871526,-0.262089622,21,100
Market-Adjusted Model,91776,2021-11-15,0.0390455521,0.0566639735,0.0544389806,21,100
Market-Adjusted Model,91777,2021-11-15,0.0272768027,0.0459183077,0.0426702313,21,100
Market-Adjusted Model,91778,2021-11-15,-0.066742097,-0.048924195,-0.051348668,21,100
Market-Adjusted Model,91779,2021-11-15,0.084350737,0.1083154976,0.0997441656,21,100
Market-Adjusted Model,91780,2021-11-15,0.075135205,0.0903657237,0.0905286335,21,100
Market-Adjusted Model,91781,2021-11-15,0.0746092253,0.0883880091,0.0900026538,21,100
Market-Adjusted Model,91782,2021-11-15,0.0959716162,0.1105163282,0.1113650447,21,100
Market-Adjusted Model,91784,2021-11-15,0.0203267501,0.038826067,0.0357201787,21,100
Market-Adjusted Model,91785,2021-11-15,0.0077847627,0.0290432833,0.0231781912,21,100
Market-Adjusted Model,91786,2021-11-15,0.0102415253,0.0294163308,0.0256349538,21,100
Market-Adjusted Model,91787,2021-11-15,0.3290735773,0.3198935473,0.3444670058,21,100
Market-Adjusted Model,91788,2021-11-15,-0.04572928,-0.028499354,-0.030335851,21,100
Market-Adjusted Model,91789,2021-11-15,-0.032953561,-0.014422508,-0.017560133,21,100
Market-Adjusted Model,91790,2021-11-15,0.0593798035,0.0783700216,0.074773232,21,100
Market-Adjusted Model,91792,2021-11-15,-0.103701892,-0.081291118,-0.088308463,21,100
Market-Adjusted Model,91793,2021-11-15,-0.078297072,-0.063447361,-0.062903643,21,100
Market-Adjusted Model,91794,2021-11-15,-0.074222904,-0.060774506,-0.058829475,21,100
Market-Adjusted Model,91795,2021-11-15,-0.100209722,-0.085881563,-0.084816294,21,100
Market-Adjusted Model,91796,2021-11-15,-0.028844278,-0.010557783,-0.013450849,21,100
Market-Adjusted Model,91797,2021-11-15,-0.022659846,-0.001544615,-0.007266417,21,100
Market-Adjusted Model,91798,2021-11-15,-0.023087843,-0.004203795,-0.007694414,21,100
Market-Adjusted Model,91801,2021-11-15,-0.166422324,-0.157173341,-0.151028896,21,100
Market-Adjusted Model,91806,2021-11-15,-0.029360059,-0.014170194,-0.01396663,21,100
Market-Adjusted Model,91808,2021-11-15,-0.008764986,0.0078527105,0.0066284428,21,100
Market-Adjusted Model,91809,2021-11-15,-0.018422991,-0.002395062,-0.003029563,21,100
Market-Adjusted Model,91810,2021-11-15,-0.01457743,0.0006803375,0.0008159984,21,100
Market-Adjusted Model,91811,2021-11-15,-0.012508275,0.0028513298,0.0028851534,21,100
Market-Adjusted Model,91814,2021-11-15,-0.036072113,-0.010353433,-0.020678684,21,100
Market-Adjusted Model,91815,2021-11-15,-0.061688364,-0.043236134,-0.046294936,21,100
Market-Adjusted Model,91818,2021-11-15,-0.033278416,-0.016511293,-0.017884987,21,100
Market-Adjusted Model,91822,2021-11-15,-0.106074579,-0.080350172,-0.090681151,21,100
Market-Adjusted Model,91826,2021-11-15,-0.187787245,-0.184135057,-0.172393816,21,100
Market-Adjusted Model,91827,2021-11-15,-0.003875509,0.0154432366,0.0115179197,21,100
Market-Adjusted Model,91828,2021-11-15,-0.041963104,-0.027313031,-0.026569675,21,100
Market-Adjusted Model,91832,2021-11-15,0.0637942076,0.0875796948,0.0791876361,21,100
Market-Adjusted Model,91834,2021-11-15,-0.020923158,-0.00605227,-0.005529729,21,100
Market-Adjusted Model,91836,2021-11-15,0.0958041876,0.1117506896,0.1111976161,21,100
Market-Adjusted Model,91845,2021-11-15,-0.240857097,-0.223007897,-0.225463669,21,100
Market-Adjusted Model,91849,2021-11-15,-0.055153837,-0.038770905,-0.039760409,21,100
Market-Adjusted Model,91850,2021-11-15,-0.026836137,-0.009735795,-0.011442709,21,100
Market-Adjusted Model,91854,2021-11-15,0.0166697171,0.0122907172,0.0124814749,20,100
Market-Adjusted Model,91855,2021-11-15,-0.026095648,-0.006746901,-0.01070222,21,100
Market-Adjusted Model,91856,2021-11-15,0.0086058849,0.0239436242,0.0239993134,21,100
Market-Adjusted Model,91858,2021-11-15,0.0017330752,0.0169657173,0.0171265037,21,100
Market-Adjusted Model,91872,2021-11-15,-0.056009284,-0.042339025,-0.040615856,21,100
Market-Adjusted Model,91873,2021-11-15,-0.002411222,0.0124214634,0.0129822063,21,100
Market-Adjusted Model,91874,2021-11-15,-0.020989155,-0.006270234,-0.005595726,21,100
Market-Adjusted Model,91875,2021-11-15,-0.003521208,0.0118328472,0.0118722204,21,100
Market-Adjusted Model,91876,2021-11-15,-0.023443909,-0.00713589,-0.00805048,21,100
Market-Adjusted Model,91877,2021-11-15,-0.021749934,-0.006171506,-0.006356506,21,100
Market-Adjusted Model,91878,2021-11-15,-0.048223803,-0.032500225,-0.032830375,21,100
Market-Adjusted Model,91879,2021-11-15,-0.033858979,-0.018717758,-0.018465551,21,100
Market-Adjusted Model,91886,2021-11-15,-0.0429507,-0.02839428,-0.027557272,21,100
Market-Adjusted Model,91895,2021-11-15,0.2208585964,0.2236224873,0.2362520249,21,100
Market-Adjusted Model,91901,2021-11-15,0.0828516015,0.0995729328,0.09824503,21,100
Market-Adjusted Model,91902,2021-11-15,0.0039870051,0.0265195876,0.0193804337,21,100
Market-Adjusted Model,91907,2021-11-15,0.1698220332,0.1899926022,0.1852154617,21,100
Market-Adjusted Model,91909,2021-11-15,0.4173440383,0.4110708844,0.4327374668,21,100
Market-Adjusted Model,91910,2021-11-15,-0.278399965,-0.299154679,-0.263006536,21,100
Market-Adjusted Model,91914,2021-11-15,-0.047528129,-0.032831053,-0.032134701,21,100
Market-Adjusted Model,91915,2021-11-15,-0.174468023,-0.159455165,-0.159074595,21,100
Market-Adjusted Model,91926,2021-11-15,-0.074878617,-0.054115996,-0.059485189,21,100
Market-Adjusted Model,91928,2021-11-15,-0.059171611,-0.022538038,-0.043778183,21,100
Market-Adjusted Model,91929,2021-11-15,-0.115097144,-0.088987933,-0.099703716,21,100
Market-Adjusted Model,91933,2021-11-15,-0.01168576,0.0031441386,0.0037076689,21,100
Market-Adjusted Model,91934,2021-11-15,-0.116249976,-0.103811838,-0.100856548,21,100
Market-Adjusted Model,91937,2021-11-15,-0.054072864,-0.037928011,-0.038679435,21,100
Market-Adjusted Model,91938,2021-11-15,-0.034662014,-0.019867156,-0.019268585,21,100
Market-Adjusted Model,91944,2021-11-15,-0.062429906,-0.048884389,-0.047036478,21,100
Market-Adjusted Model,91945,2021-11-15,-0.046573921,-0.032192584,-0.031180493,21,100
Market-Adjusted Model,91947,2021-11-15,-0.183098557,-0.163079545,-0.167705128,21,100
Market-Adjusted Model,91948,2021-11-15,0.0109857236,0.0265138587,0.0263791521,21,100
Market-Adjusted Model,91949,2021-11-15,0.0032844137,0.0182323633,0.0186778422,21,100
Market-Adjusted Model,91950,2021-11-15,-0.000576089,0.0142435691,0.0148173397,21,100
Market-Adjusted Model,91952,2021-11-15,0.0020426746,0.0169535694,0.0174361031,21,100
Market-Adjusted Model,91959,2021-11-15,0.0621538602,0.0765416421,0.0775472887,21,100
Market-Adjusted Model,91964,2021-11-15,-0.051643247,-0.018189298,-0.036249819,21,100
Market-Adjusted Model,91966,2021-11-15,0.0073745883,0.0235371556,0.0227680169,21,100
Market-Adjusted Model,91968,2021-11-15,-0.060816554,-0.046195039,-0.045423125,21,100
Market-Adjusted Model,91975,2021-11-15,0.0083369894,0.0263984433,0.0237304179,21,100
Market-Adjusted Model,91977,2021-11-15,0.023437453,0.04313592,0.0388308815,21,100
Market-Adjusted Model,91978,2021-11-15,-0.021772105,-0.007021667,-0.006378676,21,100
Market-Adjusted Model,91979,2021-11-15,0.001251559,-0.011948601,-0.011830866,16,100
Market-Adjusted Model,91983,2021-11-15,-0.087734452,-0.062330126,-0.072341023,21,100
Market-Adjusted Model,91989,2021-11-15,-0.027458491,-0.011800864,-0.012065062,21,100
Market-Adjusted Model,91990,2021-11-15,-0.022968275,-0.007258877,-0.007574846,21,100
Market-Adjusted Model,91991,2021-11-15,-0.02424837,-0.008932414,-0.008854941,21,100
Market-Adjusted Model,91992,2021-11-15,-0.006568168,0.0093009742,0.0088252604,21,100
Market-Adjusted Model,91993,2021-11-15,-0.021631156,-0.006344115,-0.006237727,21,100
Market-Adjusted Model,91995,2021-11-15,-0.018764153,-0.002886365,-0.003370724,21,100
Market-Adjusted Model,91996,2021-11-15,-0.003824777,0.0119812802,0.0115686512,21,100
Market-Adjusted Model,91997,2021-11-15,-0.052050456,-0.034900166,-0.036657027,21,100
Market-Adjusted Model,91998,2021-11-15,-0.046349177,-0.031314318,-0.030955748,21,100
Market-Adjusted Model,91999,2021-11-15,-0.033562019,-0.018745914,-0.018168591,21,100
Market-Adjusted Model,92000,2021-11-15,-0.019036611,-0.00336854,-0.003643182,21,100
Market-Adjusted Model,92001,2021-11-15,-0.038922159,-0.022941843,-0.02352873,21,100
Market-Adjusted Model,92002,2021-11-15,-0.013270958,0.0032214584,0.0021224704,21,100
Market-Adjusted Model,92003,2021-11-15,-0.020941512,-0.005195715,-0.005548084,21,100
Market-Adjusted Model,92004,2021-11-15,-0.023450566,-0.00715364,-0.008057137,21,100
Market-Adjusted Model,92005,2021-11-15,-0.034912028,-0.019439993,-0.0195186,21,100
Market-Adjusted Model,92007,2021-11-15,-0.023965474,-0.0086321,-0.008572045,21,100
Market-Adjusted Model,92008,2021-11-15,-0.011903776,0.0039806891,0.003489653,21,100
Market-Adjusted Model,92010,2021-11-15,0.0345367667,0.0139373698,0.0140885172,11,100
Market-Adjusted Model,92011,2021-11-15,-0.021720614,-0.005101516,-0.006327186,21,100
Market-Adjusted Model,92016,2021-11-15,-0.005258761,0.009818373,0.0101346671,21,100
Market-Adjusted Model,92023,2021-11-15,0.0023431724,0.0172393505,0.0177366009,21,100
Market-Adjusted Model,92024,2021-11-15,0.0113708002,0.026272983,0.0267642287,21,100
Market-Adjusted Model,92025,2021-11-15,0.02621709,0.0419399179,0.0416105185,21,100
Market-Adjusted Model,92026,2021-11-15,0.0048876073,0.0197752589,0.0202810358,21,100
Market-Adjusted Model,92027,2021-11-15,-0.000218662,0.0145814217,0.0151747665,21,100
Market-Adjusted Model,92029,2021-11-15,-0.005728867,0.0129628687,0.0096645614,21,100
Market-Adjusted Model,92032,2021-11-15,-0.178986984,-0.170394557,-0.163593556,21,100
Market-Adjusted Model,92035,2021-11-15,-0.222342746,-0.221674267,-0.206949317,21,100
Market-Adjusted Model,92040,2021-11-15,0.0200000009,0.0458938568,0.0353934294,21,100
Market-Adjusted Model,92041,2021-11-15,-0.090174915,-0.07638179,-0.074781487,21,100
Market-Adjusted Model,92043,2021-11-15,0.0433310007,0.0602247789,0.0587244292,21,100
Market-Adjusted Model,92050,2021-11-15,-0.069608376,-0.053793878,-0.054214947,21,100
Market-Adjusted Model,92052,2021-11-15,0.024599722,0.0447775684,0.0399931505,21,100
Market-Adjusted Model,92056,2021-11-15,-0.066939356,-0.051113684,-0.051545927,21,100
Market-Adjusted Model,92058,2021-11-15,-0.007848762,0.0079918227,0.0075446661,21,100
Market-Adjusted Model,92060,2021-11-15,-0.006025069,0.009919839,0.0093683596,21,100
Market-Adjusted Model,92061,2021-11-15,-0.058619692,-0.044457474,-0.043226263,21,100
Market-Adjusted Model,92064,2021-11-15,-0.016652143,-0.000858103,-0.001258714,21,100
Market-Adjusted Model,92089,2021-11-15,-0.042226432,-0.022974064,-0.026833004,21,100
Market-Adjusted Model,92090,2021-11-15,-0.034642055,-0.019523461,-0.019248627,21,100
Market-Adjusted Model,92091,2021-11-15,-0.217647057,-0.215494595,-0.202253628,21,100
Market-Adjusted Model,92095,2021-11-15,0.0711462354,0.0895996022,0.0865396639,21,100
Market-Adjusted Model,92096,2021-11-15,-0.098992719,-0.085447931,-0.08359929,21,100
Market-Adjusted Model,92097,2021-11-15,-0.077181219,-0.053210302,-0.06178779,21,100
Market-Adjusted Model,92102,2021-11-15,-0.112531984,-0.100349972,-0.097138555,21,100
Market-Adjusted Model,92108,2021-11-15,0.0218898941,0.0421888572,0.0372833226,21,100
Market-Adjusted Model,92110,2021-11-15,-0.033089576,-0.018233894,-0.017696148,21,100
Market-Adjusted Model,92111,2021-11-15,-0.163019614,-0.157773021,-0.147626185,21,100
Market-Adjusted Model,92118,2021-11-15,0.0160257087,0.0415904506,0.0314191373,21,100
Market-Adjusted Model,92120,2021-11-15,-0.035005176,-0.020380603,-0.019611747,21,100
Market-Adjusted Model,92121,2021-11-15,-0.044283928,-0.027047648,-0.0288905,21,100
Market-Adjusted Model,92123,2021-11-15,-0.059778629,-0.046344858,-0.0443852,21,100
Market-Adjusted Model,92125,2021-11-15,-0.044188253,-0.029603217,-0.028794825,21,100
Market-Adjusted Model,92128,2021-11-15,0.0126778382,-0.00535903,-0.006622318,15,100
Market-Adjusted Model,92130,2021-11-15,-0.165860734,-0.154441432,-0.150467305,21,100
Market-Adjusted Model,92131,2021-11-15,-0.069565158,-0.036757586,-0.05417173,21,100
Market-Adjusted Model,92135,2021-11-15,-0.056850808,-0.041109866,-0.041457379,21,100
Market-Adjusted Model,92136,2021-11-15,-0.01486808,0.0003226818,0.0005253481,21,100
Market-Adjusted Model,92140,2021-11-15,-0.055912212,-0.041807331,-0.040518784,21,100
