Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,15693,2021-11-15,0.0360687187,0.05206428,0.0514621472,21,100
Market-Adjusted Model,15694,2021-11-15,-0.111733848,-0.099244303,-0.096340419,21,100
Market-Adjusted Model,15695,2021-11-15,-0.028217812,-0.013347174,-0.012824384,21,100
Market-Adjusted Model,15696,2021-11-15,-0.026402558,-0.011357672,-0.01100913,21,100
Market-Adjusted Model,15697,2021-11-15,-0.004115481,0.0114284771,0.0112779478,21,100
Market-Adjusted Model,15698,2021-11-15,-0.000112718,0.0153424719,0.015280711,21,100
Market-Adjusted Model,15699,2021-11-15,-0.005251034,0.0101469784,0.0101423946,21,100
Market-Adjusted Model,15702,2021-11-15,0.0448384026,0.073817319,0.0602318311,21,100
Market-Adjusted Model,15707,2021-11-15,-0.020477769,-0.000525467,-0.00508434,21,100
Market-Adjusted Model,15709,2021-11-15,0.0156306892,0.0349135103,0.0310241177,21,100
Market-Adjusted Model,15710,2021-11-15,-0.203271049,-0.200917173,-0.18787762,21,100
Market-Adjusted Model,15718,2021-11-15,-0.002493357,0.0129445613,0.0129000712,21,100
Market-Adjusted Model,15719,2021-11-15,-0.068275845,-0.054298591,-0.052882416,21,100
Market-Adjusted Model,15720,2021-11-15,0.0373430562,0.0525807419,0.0527364847,21,100
Market-Adjusted Model,15722,2021-11-15,-0.044986328,-0.029495083,-0.029592899,21,100
Market-Adjusted Model,15724,2021-11-15,-0.108777317,-0.092295297,-0.093383888,21,100
Market-Adjusted Model,15725,2021-11-15,-0.029107326,-0.013782685,-0.013713898,21,100
Market-Adjusted Model,15726,2021-11-15,-0.040863235,-0.025533296,-0.025469806,21,100
Market-Adjusted Model,15729,2021-11-15,0.1530155986,0.1713524881,0.1684090271,21,100
Market-Adjusted Model,15731,2021-11-15,-0.025552035,-0.009845491,-0.010158607,21,100
Market-Adjusted Model,15732,2021-11-15,-0.008992059,0.0068179168,0.0064013698,21,100
Market-Adjusted Model,15735,2021-11-15,0.0981995774,0.1120978378,0.1135930059,21,100
Market-Adjusted Model,15774,2021-11-15,0.0351427962,0.0549325091,0.0505362247,21,100
Market-Adjusted Model,15775,2021-11-15,-0.262247842,-0.268089687,-0.246854414,21,100
Market-Adjusted Model,15776,2021-11-15,0.0352187709,0.0689089703,0.0506121995,21,100
Market-Adjusted Model,15778,2021-11-15,-0.071483267,-0.057754832,-0.056089839,21,100
Market-Adjusted Model,15779,2021-11-15,0.1146712189,0.1354697602,0.1300646474,21,100
Market-Adjusted Model,15782,2021-11-15,0.0961151096,0.1099468342,0.1115085382,21,100
Market-Adjusted Model,15784,2021-11-15,-0.181893646,-0.164244951,-0.166500218,21,100
Market-Adjusted Model,15785,2021-11-15,-0.101533581,-0.090047794,-0.086140153,21,100
Market-Adjusted Model,15787,2021-11-15,-0.027343726,0.0030491149,-0.011950297,21,100
Market-Adjusted Model,15789,2021-11-15,-0.087062491,-0.060277586,-0.071669062,21,100
Market-Adjusted Model,15791,2021-11-15,-0.099736643,-0.07559666,-0.084343215,21,100
Market-Adjusted Model,15795,2021-11-15,0.0782693536,0.1131869699,0.0936627821,21,100
Market-Adjusted Model,15796,2021-11-15,-0.214604223,-0.21693411,-0.199210794,21,100
Market-Adjusted Model,15802,2021-11-15,0.0894085739,0.1049359584,0.1048020024,21,100
Market-Adjusted Model,15814,2021-11-15,-0.022111209,-0.006610033,-0.006717781,21,100
Market-Adjusted Model,15815,2021-11-15,-0.045492389,-0.031247397,-0.030098961,21,100
Market-Adjusted Model,15817,2021-11-15,-0.017453285,-0.001842687,-0.002059857,21,100
Market-Adjusted Model,15823,2021-11-15,-0.039332181,-0.024740647,-0.023938753,21,100
Market-Adjusted Model,15826,2021-11-15,-0.181414532,-0.179588105,-0.166021103,21,100
Market-Adjusted Model,15830,2021-11-15,-0.030887609,-0.015981509,-0.01549418,21,100
Market-Adjusted Model,15831,2021-11-15,-0.102857121,-0.07666049,-0.087463692,21,100
Market-Adjusted Model,15833,2021-11-15,-0.145299114,-0.138494143,-0.129905686,21,100
Market-Adjusted Model,15837,2021-11-15,-0.032100488,-0.012536991,-0.01670706,21,100
Market-Adjusted Model,15838,2021-11-15,-0.028093207,-0.011223778,-0.012699778,21,100
Market-Adjusted Model,15839,2021-11-15,-0.03250629,-0.01751062,-0.017112861,21,100
Market-Adjusted Model,15840,2021-11-15,0.0569773206,0.0755472585,0.0723707491,21,100
Market-Adjusted Model,15842,2021-11-15,-0.040559811,-0.02612339,-0.025166383,21,100
Market-Adjusted Model,15845,2021-11-15,-0.087216692,-0.074197006,-0.071823263,21,100
Market-Adjusted Model,15846,2021-11-15,-0.07459206,-0.054620757,-0.059198631,21,100
Market-Adjusted Model,15847,2021-11-15,-0.149817288,-0.124723524,-0.13442386,21,100
Market-Adjusted Model,15848,2021-11-15,1.1694277E-9,0.0327386921,0.0153934297,21,100
Market-Adjusted Model,15849,2021-11-15,0.0737009165,0.0939628787,0.089094345,21,100
Market-Adjusted Model,15850,2021-11-15,-0.137882962,-0.128201212,-0.122489533,21,100
Market-Adjusted Model,15853,2021-11-15,-0.060937126,-0.042389888,-0.045543698,21,100
Market-Adjusted Model,15854,2021-11-15,-0.231143558,-0.235145576,-0.215750129,21,100
Market-Adjusted Model,15855,2021-11-15,-0.017413453,-0.002274908,-0.002020025,21,100
Market-Adjusted Model,15856,2021-11-15,-0.160220971,-0.143994779,-0.144827543,21,100
Market-Adjusted Model,15857,2021-11-15,-0.150326808,-0.137205034,-0.13493338,21,100
Market-Adjusted Model,15859,2021-11-15,-0.039468726,-0.024004023,-0.024075297,21,100
Market-Adjusted Model,15860,2021-11-15,-0.100502536,-0.086933483,-0.085109108,21,100
Market-Adjusted Model,15862,2021-11-15,-0.093514312,-0.064445897,-0.078120884,21,100
Market-Adjusted Model,15863,2021-11-15,-0.31402438,-0.340287614,-0.298630951,21,100
Market-Adjusted Model,15884,2021-11-15,-0.10467705,-0.084313173,-0.089283621,21,100
Market-Adjusted Model,15887,2021-11-15,-0.00611061,0.0093024168,0.0092828189,21,100
Market-Adjusted Model,15888,2021-11-15,-0.03181442,-0.01562253,-0.016420991,21,100
Market-Adjusted Model,15889,2021-11-15,-0.018571392,-0.003312356,-0.003177964,21,100
Market-Adjusted Model,15890,2021-11-15,-0.020972,-0.005403897,-0.005578572,21,100
Market-Adjusted Model,15891,2021-11-15,-0.025392164,-0.009925256,-0.009998735,21,100
Market-Adjusted Model,15892,2021-11-15,-0.000704424,0.014633861,0.014689005,21,100
Market-Adjusted Model,15896,2021-11-15,0.0859872582,0.113178256,0.1013806867,21,100
Market-Adjusted Model,15902,2021-11-15,-0.130148258,-0.113851924,-0.11475483,21,100
Market-Adjusted Model,15903,2021-11-15,-0.00842634,0.0068850625,0.0069670886,21,100
Market-Adjusted Model,15904,2021-11-15,-0.141176474,-0.128856326,-0.125783046,21,100
Market-Adjusted Model,15906,2021-11-15,-0.010099522,0.0073219062,0.0052939069,21,100
Market-Adjusted Model,15909,2021-11-15,-0.178573757,-0.175734873,-0.163180328,21,100
Market-Adjusted Model,15912,2021-11-15,0.053045182,0.0686383542,0.0684386105,21,100
Market-Adjusted Model,15913,2021-11-15,0.0649087705,0.1296934588,0.0803021991,21,100
Market-Adjusted Model,15914,2021-11-15,-0.132243671,-0.105598274,-0.116850243,21,100
Market-Adjusted Model,15917,2021-11-15,0.0322865804,0.0572913606,0.047680009,21,100
Market-Adjusted Model,15919,2021-11-15,-0.11264549,-0.101557469,-0.097252061,21,100
Market-Adjusted Model,15920,2021-11-15,-0.122658843,-0.110972343,-0.107265415,21,100
Market-Adjusted Model,15921,2021-11-15,-0.004226559,0.0105962181,0.0111668693,21,100
Market-Adjusted Model,15922,2021-11-15,0.0017968989,0.0183395431,0.0171903275,21,100
Market-Adjusted Model,15927,2021-11-15,-0.071938322,-0.058254394,-0.056544894,21,100
Market-Adjusted Model,15930,2021-11-15,-0.011524804,0.0033550406,0.0038686246,21,100
Market-Adjusted Model,15936,2021-11-15,-0.028485977,-0.008412097,-0.013092548,21,100
Market-Adjusted Model,15937,2021-11-15,-0.110566483,-0.089716471,-0.095173055,21,100
Market-Adjusted Model,15943,2021-11-15,-0.200980382,-0.185046957,-0.185586954,21,100
Market-Adjusted Model,15945,2021-11-15,-0.032483819,-0.017001268,-0.017090391,21,100
Market-Adjusted Model,15946,2021-11-15,-0.043419818,-0.027878144,-0.028026389,21,100
Market-Adjusted Model,15948,2021-11-15,-0.008067907,0.008399853,0.007325522,21,100
Market-Adjusted Model,15950,2021-11-15,-0.539890693,-0.678183552,-0.524497264,21,100
Market-Adjusted Model,15956,2021-11-15,-0.313380241,-0.324474863,-0.297986813,21,100
Market-Adjusted Model,15960,2021-11-15,-0.247240636,-0.248580483,-0.231847207,21,100
Market-Adjusted Model,15961,2021-11-15,-0.044036709,-0.01917474,-0.028643281,21,100
Market-Adjusted Model,15965,2021-11-15,-0.009819298,0.0060338305,0.0055741303,21,100
Market-Adjusted Model,15969,2021-11-15,0.1509177637,0.1670821898,0.1663111922,21,100
Market-Adjusted Model,15971,2021-11-15,-0.185374171,-0.171441556,-0.169980742,21,100
Market-Adjusted Model,15972,2021-11-15,-0.009079807,0.0063896351,0.0063136216,21,100
Market-Adjusted Model,15973,2021-11-15,-0.026155135,-0.010872843,-0.010761706,21,100
Market-Adjusted Model,15976,2021-11-15,-0.178920333,-0.160414867,-0.163526904,21,100
Market-Adjusted Model,15977,2021-11-15,-0.03468141,-0.020086164,-0.019287982,21,100
Market-Adjusted Model,15978,2021-11-15,-0.296853643,-0.323730657,-0.281460214,21,100
Market-Adjusted Model,15979,2021-11-15,-0.049404506,-0.035105767,-0.034011078,21,100
Market-Adjusted Model,15980,2021-11-15,0.063029691,0.0902710513,0.0784231195,21,100
Market-Adjusted Model,15981,2021-11-15,0.0234319993,0.0404237015,0.0388254278,21,100
Market-Adjusted Model,15984,2021-11-15,-0.056916364,-0.041533602,-0.041522936,21,100
Market-Adjusted Model,15985,2021-11-15,-0.043415074,-0.028964348,-0.028021646,21,100
Market-Adjusted Model,15986,2021-11-15,-0.033690133,-0.018558793,-0.018296705,21,100
Market-Adjusted Model,15987,2021-11-15,-0.058092773,-0.04067774,-0.042699344,21,100
Market-Adjusted Model,15988,2021-11-15,-0.01808608,-0.002291752,-0.002692652,21,100
Market-Adjusted Model,15989,2021-11-15,-0.019779991,-0.004039294,-0.004386562,21,100
Market-Adjusted Model,15992,2021-11-15,-0.013954685,0.0015894726,0.0014387434,21,100
Market-Adjusted Model,15993,2021-11-15,-0.021739971,-0.006235334,-0.006346543,21,100
Market-Adjusted Model,15994,2021-11-15,-0.067370577,-0.05395236,-0.051977149,21,100
Market-Adjusted Model,15995,2021-11-15,-0.102857109,-0.085100022,-0.08746368,21,100
Market-Adjusted Model,15996,2021-11-15,-0.088321848,-0.072613492,-0.072928419,21,100
Market-Adjusted Model,15997,2021-11-15,-0.074360672,-0.057577021,-0.058967244,21,100
Market-Adjusted Model,15998,2021-11-15,-0.019686611,-0.001535667,-0.004293182,21,100
Market-Adjusted Model,15999,2021-11-15,-0.014778329,0.0041557063,0.0006150999,21,100
Market-Adjusted Model,16000,2021-11-15,-0.007907534,0.0105886592,0.0074858948,21,100
Market-Adjusted Model,16005,2021-11-15,-0.14754104,-0.134565324,-0.132147611,21,100
Market-Adjusted Model,16006,2021-11-15,-0.010122128,0.0053352706,0.0052713,21,100
Market-Adjusted Model,16007,2021-11-15,-0.242326326,-0.254338342,-0.226932898,21,100
Market-Adjusted Model,16008,2021-11-15,-0.088670555,-0.07481297,-0.073277126,21,100
Market-Adjusted Model,16009,2021-11-15,-0.108579713,-0.097637936,-0.093186285,21,100
Market-Adjusted Model,16012,2021-11-15,-0.147601517,-0.131113764,-0.132208088,21,100
Market-Adjusted Model,16015,2021-11-15,-0.057089711,-0.043636702,-0.041696283,21,100
Market-Adjusted Model,16017,2021-11-15,-0.018411603,-0.003248887,-0.003018174,21,100
Market-Adjusted Model,16018,2021-11-15,-0.019507287,-0.004345621,-0.004113859,21,100
Market-Adjusted Model,16019,2021-11-15,-0.07148382,-0.052687709,-0.056090391,21,100
Market-Adjusted Model,16020,2021-11-15,-0.035830614,-0.0111784,-0.020437185,21,100
Market-Adjusted Model,16021,2021-11-15,-0.134722191,-0.110366764,-0.119328762,21,100
Market-Adjusted Model,16034,2021-11-15,0.0138248648,0.0411012717,0.0292182934,21,100
Market-Adjusted Model,16042,2021-11-15,-0.070340281,-0.055998679,-0.054946853,21,100
Market-Adjusted Model,16043,2021-11-15,0.0482758103,0.0720591953,0.0636692388,21,100
Market-Adjusted Model,16044,2021-11-15,-0.077011932,-0.060419198,-0.061618504,21,100
Market-Adjusted Model,16048,2021-11-15,-0.034229395,-0.014475308,-0.018835966,21,100
Market-Adjusted Model,16049,2021-11-15,-0.205550733,-0.201626314,-0.190157304,21,100
Market-Adjusted Model,16052,2021-11-15,0.145454515,0.155742432,0.1608479435,21,100
Market-Adjusted Model,16055,2021-11-15,-0.044561857,-0.029838163,-0.029168428,21,100
Market-Adjusted Model,16057,2021-11-15,-0.06008269,-0.045781896,-0.044689261,21,100
Market-Adjusted Model,16059,2021-11-15,-0.076303749,-0.063814032,-0.060910321,21,100
Market-Adjusted Model,16060,2021-11-15,-0.047587071,-0.03293495,-0.032193643,21,100
Market-Adjusted Model,16062,2021-11-15,-0.072727235,-0.044795997,-0.057333806,21,100
Market-Adjusted Model,16063,2021-11-15,-0.062098231,-0.046133088,-0.046704803,21,100
Market-Adjusted Model,16064,2021-11-15,-0.135133056,-0.119922106,-0.119739627,21,100
Market-Adjusted Model,16066,2021-11-15,-0.037458558,-0.013109918,-0.022065129,21,100
Market-Adjusted Model,16068,2021-11-15,-0.108426243,-0.08856046,-0.093032814,21,100
Market-Adjusted Model,16069,2021-11-15,-0.238518534,-0.246111433,-0.223125105,21,100
Market-Adjusted Model,16070,2021-11-15,-0.157205246,-0.133848174,-0.141811817,21,100
Market-Adjusted Model,16071,2021-11-15,-0.070376921,-0.0547983,-0.054983493,21,100
Market-Adjusted Model,16075,2021-11-15,-0.069754802,-0.049955777,-0.054361374,21,100
Market-Adjusted Model,16076,2021-11-15,0.1280032365,0.1408756333,0.143396665,21,100
Market-Adjusted Model,16077,2021-11-15,-0.110091744,-0.089990584,-0.094698316,21,100
Market-Adjusted Model,16080,2021-11-15,-0.020910079,-0.005495608,-0.005516651,21,100
Market-Adjusted Model,16082,2021-11-15,0.0229826086,0.0390657905,0.0383760371,21,100
Market-Adjusted Model,16083,2021-11-15,-0.004453711,0.0131549443,0.0109397174,21,100
Market-Adjusted Model,16084,2021-11-15,-0.093740937,-0.075449577,-0.078347508,21,100
Market-Adjusted Model,16087,2021-11-15,-0.023427925,-0.007420607,-0.008034497,21,100
Market-Adjusted Model,16090,2021-11-15,-0.327838814,-0.365748918,-0.312445385,21,100
Market-Adjusted Model,16092,2021-11-15,-0.048424934,-0.034183662,-0.033031506,21,100
Market-Adjusted Model,16093,2021-11-15,-0.042273718,-0.027535232,-0.026880289,21,100
Market-Adjusted Model,16094,2021-11-15,-0.018254136,-0.003483129,-0.002860708,21,100
Market-Adjusted Model,16097,2021-11-15,-0.033402892,-0.017133816,-0.018009464,21,100
Market-Adjusted Model,16098,2021-11-15,-0.009323535,0.0055368508,0.0060698939,21,100
Market-Adjusted Model,16099,2021-11-15,-0.215909147,-0.218251376,-0.200515719,21,100
Market-Adjusted Model,16100,2021-11-15,-0.286624227,-0.298052984,-0.271230798,21,100
Market-Adjusted Model,16104,2021-11-15,-0.270531394,-0.25143509,-0.255137965,21,100
Market-Adjusted Model,16107,2021-11-15,-0.015446229,0.0002836771,-0.0000528,21,100
Market-Adjusted Model,16108,2021-11-15,-0.16434539,-0.151900273,-0.148951962,21,100
Market-Adjusted Model,16111,2021-11-15,-0.041162247,-0.01853319,-0.025768818,21,100
Market-Adjusted Model,16112,2021-11-15,-0.27699536,-0.294885386,-0.261601932,21,100
Market-Adjusted Model,16113,2021-11-15,-0.018450366,-0.003112352,-0.003056937,21,100
Market-Adjusted Model,16114,2021-11-15,-0.009626265,0.0057214637,0.0057671639,21,100
Market-Adjusted Model,16115,2021-11-15,0.0014269766,0.0163409247,0.0168204051,21,100
Market-Adjusted Model,16119,2021-11-15,0.1266264864,0.1461026343,0.1420199149,21,100
Market-Adjusted Model,16120,2021-11-15,-0.284482751,-0.294587173,-0.269089322,21,100
Market-Adjusted Model,16122,2021-11-15,-0.045977959,-0.031789963,-0.03058453,21,100
Market-Adjusted Model,16123,2021-11-15,-0.031620267,-0.016528672,-0.016226839,21,100
Market-Adjusted Model,16126,2021-11-15,-0.023339011,-0.005805445,-0.007945583,21,100
Market-Adjusted Model,16128,2021-11-15,0.0061474857,0.0215820266,0.0215409142,21,100
Market-Adjusted Model,16130,2021-11-15,-0.0035199,0.0118623002,0.011873529,21,100
Market-Adjusted Model,16131,2021-11-15,-0.022718553,-0.007315993,-0.007325124,21,100
Market-Adjusted Model,16132,2021-11-15,-0.033631055,-0.018897497,-0.018237627,21,100
Market-Adjusted Model,16135,2021-11-15,-0.010084761,0.0050877991,0.0053086672,21,100
Market-Adjusted Model,16136,2021-11-15,-0.014475258,0.0016833424,0.0009181704,21,100
Market-Adjusted Model,16139,2021-11-15,-0.081661646,-0.067278513,-0.066268218,21,100
Market-Adjusted Model,16140,2021-11-15,-0.017881634,0.0022815984,-0.002488206,21,100
Market-Adjusted Model,16143,2021-11-15,-0.100016043,-0.088549102,-0.084622614,21,100
Market-Adjusted Model,16145,2021-11-15,0.5349999659,0.4694689106,0.5503933944,21,100
Market-Adjusted Model,16146,2021-11-15,-0.346456674,0.4170543775,-0.331063245,21,100
Market-Adjusted Model,16154,2021-11-15,0.0052910255,-0.019716796,-0.019958403,6,100
Market-Adjusted Model,16156,2021-11-15,-0.033254161,-0.016550827,-0.017860733,21,100
Market-Adjusted Model,16158,2021-11-15,-0.042572486,-0.026098123,-0.027179057,21,100
Market-Adjusted Model,16161,2021-11-15,-0.674398634,-1.02975027,-0.659005205,21,100
Market-Adjusted Model,16164,2021-11-15,-0.197983505,-0.193347333,-0.182590076,21,100
Market-Adjusted Model,16166,2021-11-15,-0.00963048,0.0057790607,0.0057629484,21,100
Market-Adjusted Model,16167,2021-11-15,-0.017695924,-0.002429727,-0.002302496,21,100
Market-Adjusted Model,16171,2021-11-15,0.1120135465,0.1265766742,0.127406975,21,100
Market-Adjusted Model,16172,2021-11-15,-0.010197966,0.0053648263,0.005195462,21,100
Market-Adjusted Model,16173,2021-11-15,-0.443298962,-0.522130345,-0.427905534,21,100
Market-Adjusted Model,16178,2021-11-15,-0.181102378,-0.178482199,-0.16570895,21,100
Market-Adjusted Model,16179,2021-11-15,-0.34159666,-0.377512627,-0.326203232,21,100
Market-Adjusted Model,16181,2021-11-15,-0.324125201,-0.344852049,-0.308731772,21,100
Market-Adjusted Model,16182,2021-11-15,0.0753012034,0.1023009256,0.0906946319,21,100
Market-Adjusted Model,16183,2021-11-15,0.0231136399,0.0435308295,0.0385070685,21,100
Market-Adjusted Model,16186,2021-11-15,-0.434618757,-0.509883789,-0.419225328,21,100
Market-Adjusted Model,16188,2021-11-15,-0.469818635,-0.584754268,-0.454425207,21,100
Market-Adjusted Model,16247,2021-11-15,-0.149599233,-0.123271387,-0.134205805,21,100
Market-Adjusted Model,16250,2021-11-15,0.1147616613,0.1560407788,0.1301550898,21,100
Market-Adjusted Model,16251,2021-11-15,-0.108150979,-0.097307903,-0.092757551,21,100
Market-Adjusted Model,16252,2021-11-15,-0.191542282,-0.189640008,-0.176148853,21,100
Market-Adjusted Model,16253,2021-11-15,-0.039563148,-0.02240694,-0.02416972,21,100
Market-Adjusted Model,16255,2021-11-15,-0.090395463,-0.061338298,-0.075002035,21,100
Market-Adjusted Model,16258,2021-11-15,-0.034914746,-0.019391816,-0.019521318,21,100
Market-Adjusted Model,16260,2021-11-15,-0.084484657,-0.071141254,-0.069091228,21,100
Market-Adjusted Model,16261,2021-11-15,-0.145438091,-0.134929276,-0.130044662,21,100
Market-Adjusted Model,16263,2021-11-15,0.078947343,0.0982090278,0.0943407715,21,100
Market-Adjusted Model,16271,2021-11-15,-0.033085585,-0.018492875,-0.017692156,21,100
Market-Adjusted Model,16274,2021-11-15,-0.016144619,-0.000872803,-0.000751191,21,100
Market-Adjusted Model,16276,2021-11-15,-0.065780938,-0.048258139,-0.05038751,21,100
Market-Adjusted Model,16277,2021-11-15,0.2192067208,0.2263097902,0.2346001494,21,100
Market-Adjusted Model,16281,2021-11-15,-0.203416146,-0.185129934,-0.188022718,21,100
Market-Adjusted Model,16283,2021-11-15,-0.039278121,-0.022752823,-0.023884693,21,100
Market-Adjusted Model,16284,2021-11-15,-0.067591432,-0.05224708,-0.052198004,21,100
Market-Adjusted Model,16285,2021-11-15,-0.049337944,-0.03346951,-0.033944516,21,100
Market-Adjusted Model,16287,2021-11-15,-0.288054743,-0.310335485,-0.272661314,21,100
Market-Adjusted Model,16288,2021-11-15,-0.027493196,-0.012712237,-0.012099767,21,100
Market-Adjusted Model,16289,2021-11-15,-0.112234981,-0.101113625,-0.096841552,21,100
Market-Adjusted Model,16290,2021-11-15,0.127834036,0.1569371987,0.1432274645,21,100
Market-Adjusted Model,16291,2021-11-15,0.0030456375,0.0195755309,0.018439066,21,100
Market-Adjusted Model,16292,2021-11-15,-0.038492111,-0.023357959,-0.023098683,21,100
Market-Adjusted Model,16293,2021-11-15,-0.028974466,-0.013913789,-0.013581038,21,100
Market-Adjusted Model,16294,2021-11-15,0.1083776047,0.1205993691,0.1237710332,21,100
Market-Adjusted Model,16295,2021-11-15,-0.08093863,-0.063446887,-0.065545201,21,100
Market-Adjusted Model,16296,2021-11-15,-0.033470442,-0.016916377,-0.018077013,21,100
Market-Adjusted Model,16297,2021-11-15,-0.01616694,0.0002606314,-0.000773512,21,100
Market-Adjusted Model,16302,2021-11-15,0.0175662802,0.0322910784,0.0329597087,21,100
Market-Adjusted Model,16303,2021-11-15,-0.244377825,-0.253213219,-0.228984396,21,100
Market-Adjusted Model,16304,2021-11-15,-0.031769175,-0.01087473,-0.016375746,21,100
Market-Adjusted Model,16305,2021-11-15,-0.011108444,0.0055885732,0.0042849841,21,100
Market-Adjusted Model,16307,2021-11-15,-0.006568574,0.0098581144,0.0088248549,21,100
Market-Adjusted Model,16308,2021-11-15,-0.581215492,-0.612978451,-0.565822063,21,100
Market-Adjusted Model,16309,2021-11-15,0.380589924,0.3972436204,0.3959833525,21,100
Market-Adjusted Model,16310,2021-11-15,-0.08624025,-0.062746323,-0.070846821,21,100
Market-Adjusted Model,16311,2021-11-15,-0.000999477,0.0138006734,0.0143939517,21,100
Market-Adjusted Model,16312,2021-11-15,0.0034323654,0.0187378654,0.0188257939,21,100
Market-Adjusted Model,16318,2021-11-15,-0.067780886,-0.048987327,-0.052387457,21,100
Market-Adjusted Model,16319,2021-11-15,-0.051412467,-0.034876992,-0.036019039,21,100
Market-Adjusted Model,16320,2021-11-15,-0.008617241,0.006752727,0.0067761871,21,100
Market-Adjusted Model,16321,2021-11-15,0.0041376945,0.0195985835,0.019531123,21,100
Market-Adjusted Model,16322,2021-11-15,-0.005722736,0.0099961732,0.0096706923,21,100
Market-Adjusted Model,16323,2021-11-15,-0.019685392,-0.004473497,-0.004291964,21,100
Market-Adjusted Model,16324,2021-11-15,-0.014095835,0.001055723,0.0012975937,21,100
Market-Adjusted Model,16325,2021-11-15,-0.016940449,-0.001573128,-0.00154702,21,100
Market-Adjusted Model,16326,2021-11-15,-0.012560528,0.0026345554,0.0028329008,21,100
Market-Adjusted Model,16327,2021-11-15,0.0000999614,0.0149000313,0.0154933899,21,100
Market-Adjusted Model,16330,2021-11-15,-0.003710083,0.0111331733,0.0116833454,21,100
Market-Adjusted Model,16334,2021-11-15,0.0017507932,0.0166808129,0.0171442217,21,100
Market-Adjusted Model,16337,2021-11-15,0.0192196236,0.0343817296,0.0346130521,21,100
Market-Adjusted Model,16338,2021-11-15,0.006805816,0.024988361,0.0221992445,21,100
Market-Adjusted Model,16339,2021-11-15,0.0374736836,0.0556107635,0.0528671122,21,100
Market-Adjusted Model,16341,2021-11-15,-0.017575649,-0.002427156,-0.002182221,21,100
Market-Adjusted Model,16342,2021-11-15,0.0199423847,0.0445766288,0.0353358132,21,100
Market-Adjusted Model,16343,2021-11-15,-0.12029729,-0.110509466,-0.104903861,21,100
Market-Adjusted Model,16347,2021-11-15,0.0126223728,0.0402279147,0.0280158014,21,100
Market-Adjusted Model,16348,2021-11-15,-0.012624047,0.0092917138,0.0027693819,21,100
Market-Adjusted Model,16376,2021-11-15,-0.122807035,-0.104750421,-0.107413607,21,100
Market-Adjusted Model,16377,2021-11-15,-0.199218752,-0.188366333,-0.183825324,21,100
Market-Adjusted Model,16381,2021-11-15,-0.132576647,-0.124891483,-0.117183218,21,100
Market-Adjusted Model,16382,2021-11-15,-0.13631969,-0.121095419,-0.120926261,21,100
Market-Adjusted Model,16383,2021-11-15,-0.125150553,-0.111416755,-0.109757125,21,100
Market-Adjusted Model,16384,2021-11-15,-0.001259394,0.0135704773,0.0141340344,21,100
Market-Adjusted Model,16386,2021-11-15,0.5055603239,0.5660610115,0.5209537525,21,100
Market-Adjusted Model,16392,2021-11-15,0.98848691,0.8706477783,1.0038803385,21,100
Market-Adjusted Model,16393,2021-11-15,-0.30514707,-0.336129832,-0.289753641,21,100
Market-Adjusted Model,16399,2021-11-15,-0.135090633,-0.120374658,-0.119697204,21,100
Market-Adjusted Model,16400,2021-11-15,-0.321678296,-0.330771529,-0.306284868,21,100
Market-Adjusted Model,16401,2021-11-15,-0.437317801,-0.47740273,-0.421924372,21,100
Market-Adjusted Model,16402,2021-11-15,0.0008830533,-0.004216947,-0.004216947,1,100
Market-Adjusted Model,16403,2021-11-15,-0.011527365,0.0038780379,0.0038660631,21,100
Market-Adjusted Model,16431,2021-11-15,-0.076398688,-0.059487507,-0.061005259,21,100
Market-Adjusted Model,16432,2021-11-15,0.0517782399,0.0825424287,0.0671716684,21,100
Market-Adjusted Model,16434,2021-11-15,0.067530476,0.0837390735,0.0829239045,21,100
Market-Adjusted Model,16436,2021-11-15,-0.146537442,-0.133269192,-0.131144014,21,100
Market-Adjusted Model,16437,2021-11-15,0.1774496802,0.1895902678,0.1928431087,21,100
Market-Adjusted Model,16439,2021-11-15,-0.003274863,0.0117101819,0.0121185659,21,100
Market-Adjusted Model,16442,2021-11-15,-0.073313785,-0.044023193,-0.057920357,21,100
Market-Adjusted Model,16446,2021-11-15,-0.046198295,-0.031855005,-0.030804867,21,100
Market-Adjusted Model,16447,2021-11-15,-0.0368343,-0.021879615,-0.021440871,21,100
Market-Adjusted Model,16448,2021-11-15,-0.169531251,-0.139304931,-0.154137822,21,100
Market-Adjusted Model,16449,2021-11-15,0.0777361258,0.0990874179,0.0931295544,21,100
Market-Adjusted Model,16451,2021-11-15,-0.231718461,-0.236934092,-0.216325033,21,100
Market-Adjusted Model,16452,2021-11-15,-0.134089979,-0.119309703,-0.11869655,21,100
Market-Adjusted Model,16454,2021-11-15,-0.168091115,-0.159753772,-0.152697687,21,100
Market-Adjusted Model,16457,2021-11-15,-0.035599768,-0.020815731,-0.020206339,21,100
Market-Adjusted Model,16458,2021-11-15,-0.019379829,0.0090534687,-0.003986401,21,100
Market-Adjusted Model,16461,2021-11-15,-0.05656566,-0.035749586,-0.041172232,21,100
Market-Adjusted Model,16463,2021-11-15,-0.107913656,-0.093573591,-0.092520227,21,100
Market-Adjusted Model,16464,2021-11-15,-0.134210525,-0.118613906,-0.118817096,21,100
Market-Adjusted Model,16465,2021-11-15,0.2234848104,0.231962553,0.2388782389,21,100
